Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Affects versions,Fix versions,Fix versions,Components,Components,Components,Components,Components,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Defect),Outward issue link (Defect),Inward issue link (Dependency),Inward issue link (Dependency),Inward issue link (Dependency),Inward issue link (Dependency),Inward issue link (Dependency),Outward issue link (Dependency),Outward issue link (Dependency),Outward issue link (Dependency),Outward issue link (Dependency),Outward issue link (Dependency),Outward issue link (Dependency),Inward issue link (Discovery - Connected),Outward issue link (Discovery - Connected),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Gantt End to Start),Outward issue link (Gantt End to Start),Inward issue link (Issue Split),Outward issue link (Issue Split),Outward issue link (Issue Split),Outward issue link (Issue Split),Inward issue link (Polaris datapoint work item link),Outward issue link (Polaris datapoint work item link),Outward issue link (Polaris datapoint work item link),Inward issue link (Polaris work item link),Outward issue link (Polaris work item link),Outward issue link (Polaris work item link),Inward issue link (Problem/Incident),Outward issue link (Problem/Incident),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Inward issue link (Team Dependency),Inward issue link (Team Dependency),Inward issue link (Team Dependency),Outward issue link (Team Dependency),Outward issue link (Team Dependency),Outward issue link (Team Dependency),Outward issue link (Team Dependency),Inward issue link (Test),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Accenture Phase 1),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Atlassian project),Custom field (Atlassian project status),Custom field (Backout plan),Custom field (Baseline end date),Custom field (Baseline start date),Custom field (Begin Date),Custom field (Category),Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Comments),Custom field (Committed Date),Custom field (Confidence),Custom field (Delivery progress),Custom field (Delivery status),Custom field (Dependency Health),Custom field (Designs ready),Custom field (Development),Custom field (Documents),Custom field (ETA),Custom field (Effort),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Estimated Completion Date),Custom field (Estimated Remaining Story Points),Custom field (Flagged),Custom field (Focus Areas),Custom field (Goals),Custom field (IT Severity),Custom field (Idea archived),Custom field (Idea archived on),Custom field (Idea short description),Custom field (Impact),Custom field (Impact),Custom field (Impact score),Custom field (Impacted Project),Custom field (Implementation plan),Custom field (Insights),Custom field (Investigation reason),Custom field (Is this a security incident?),Custom field (Issue color),Custom field (LOE Estimate),Custom field (Linked items),Custom field (Locked forms),Custom field (Major incident),Custom field (Non-Pointed Estimate),Custom field (Open forms),Custom field (Operational categorization),Custom field (Organizations),Custom field (Original Story Points),Custom field (Pending reason),Custom field (Percent Complete),Custom field (Planned end),Custom field (Planned start),Custom field (Product categorization),Custom field (Project overview key),Custom field (Project overview status),Custom field (Project start),Custom field (Project target),Custom field (Rank),Custom field (Remaining Sprints),Custom field (Remaining Story Points),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Reviewer),Custom field (Reviewer)Id,Custom field (Roadmap),Custom field (Root cause),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security requirements accomplished),Custom field (Sentiment),Custom field (Severity),Custom field (Source),Custom field (Spec ready),Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (T-Shirt Size),Custom field (Target end),Custom field (Target start),Custom field (Task progress),Custom field (Team),Custom field (Test plan),Custom field (Time to approve normal change),Custom field (Time to close after resolution),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Value),Custom field (Vulnerability),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
Auto Annotate SSI,BACK-1126,47289,Epic,To Do,BACK,Back End Development,software,Ross Hamilton,624dc011fd5e450070484b01,,,Major,,Lane Terry,640670c015d668edd8ef9407,Konnor Willison,62f570ad96eb272011aacb61,Konnor Willison,62f570ad96eb272011aacb61,01/Aug/25 2:22 PM,05/Sep/25 3:50 PM,,,,2025Q3,,,,,,,,0,,,,,,,,,"For SSI documents only, when uploaded in the UI to a content map, we are adding a new process that will take that document and term group and return all content for the annotations, and insert into the database.

This will take the manual process of annotating, for SSIs, and automate.

!flow.png|width=492,height=458,alt=""flow.png""!

General flow is outlined above.

{panel:bgColor=#deebff}
NOTE: diagram is a draft and will more than likely change as we iterate
{panel}",,Konnor Willison,,,,,62f570ad96eb272011aacb61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/Aug/25 2:26 PM;62f570ad96eb272011aacb61;flow.png;https://deepsee.atlassian.net/rest/api/3/attachment/content/31447,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@45cd51c4,,,,,,,,,,,,,,,,,,,,{},,,,,ghx-label-4,,To Do,,,,,,,,,,,,,,,,,,dark_blue,,,,,,,,,,,,,,,,,,,1|i01pn9:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47594,PR-1543,Finish DTCC Onboarding,To Do,01/Aug/25 2:22 PM
Moving Intent Agent from RegEx to the Model,BACK-1122,47274,Epic,To Do,BACK,Back End Development,software,Ross Hamilton,624dc011fd5e450070484b01,,,Major,,,,Nadiya Omelchuk,712020:4a157d4a-df13-4316-9636-7219635236a2,Nadiya Omelchuk,712020:4a157d4a-df13-4316-9636-7219635236a2,30/Jul/25 11:47 AM,30/Sep/25 3:01 PM,,,,2025Q3,,,,,,,,0,,,,,,,,,"Use the model to define the logic for the Intent Agent instead of adding more RegExs for every new use case.

This may include creating a Sandbox and seeing how we could use LLM.",,Nadiya Omelchuk,,,,,712020:4a157d4a-df13-4316-9636-7219635236a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@112b3091,,,,,,,,,,,,,,,,,,,,{},,,,,ghx-label-1,Moving Intent Agent from RegEx to the Model,To Do,,,,,,,,,,,,,,,,,,dark_grey,,,,,,,,,,,,,,,,,,,1|i01pl9:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47594,PR-1543,Finish DTCC Onboarding,To Do,30/Jul/25 11:47 AM
Ensure APIs exist to support the UI retrieving information about available documents,BACK-1120,47271,Story,Canceled,BACK,Back End Development,software,Ross Hamilton,624dc011fd5e450070484b01,,,Major,,,,Darius Ouderkirk,62320e211dcf800070e976c5,Darius Ouderkirk,62320e211dcf800070e976c5,30/Jul/25 11:33 AM,05/Aug/25 9:39 AM,,,,,,,,,,,,0,,,,,,,,,"We need to ensure that there are APIs to allow a user to see what documents were extracted from an email so that they can choose which documents to assign to an existing work item or create a new work item from.

Make sure we have an API that takes an execution_id and returns at least the list of documentIds and names.",,Darius Ouderkirk,,,,,62320e211dcf800070e976c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7afc772b,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|i01pkt:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47255,BACK-1112,Migrate Intent Agent to Extractor Service with the ability for User Control and Feedback on Work Item Creation,Done,05/Aug/25 9:39 AM
Allow the same document record to be shared by different sources,BACK-1119,47270,Story,To Do,BACK,Back End Development,software,Ross Hamilton,624dc011fd5e450070484b01,,,Major,,,,Darius Ouderkirk,62320e211dcf800070e976c5,Darius Ouderkirk,62320e211dcf800070e976c5,30/Jul/25 11:25 AM,05/Aug/25 11:00 AM,,,,,,,,,,,,0,,,,,,,,,"Allow multiple sources on a single work item to reference the same document record.

After the changes made for [https://deepsee.atlassian.net/browse/BACK-1121|https://deepsee.atlassian.net/browse/BACK-1121|smart-link], this should primarily be about trying to execute a work item with the same document assigned to multiple sources, seeing where it breaks, and fixing it.

This will need to be done for both checklist processing and work item output.

It would be good if we could do this in a way that would allow the same document to be used by multiple work items.",,Darius Ouderkirk,,,,,62320e211dcf800070e976c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACK-1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@9e7cd7d,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|i01pkl:,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,"04/Aug/25 9:14 AM;62320e211dcf800070e976c5;I did some thinking on this, and I realized the major obstacle to this is that we store the document → checklist source association on the doc_file record itself. So each document can only be assigned to a single source. This isn’t insurmountable, but it does mean that this change won’t be trivial. So this is probably a lower priority for now.",,,,,,,,,,,,,46681,BACK-923,Sharpen the Saw,To Do,30/Jul/25 11:25 AM
Modify email attachment extraction to also extract zip files,BACK-1118,47268,Story,To Do,BACK,Back End Development,software,Ross Hamilton,624dc011fd5e450070484b01,,,Major,,,,Darius Ouderkirk,62320e211dcf800070e976c5,Darius Ouderkirk,62320e211dcf800070e976c5,30/Jul/25 11:18 AM,05/Sep/25 3:50 PM,,,,2025Q3,,,,,,,,0,,,,,,,,,"When we get an email with a zip file attached we should extract and provision the files from the zip file so that they can be processed by the intent-agent logic and used to create work items.

*Acceptance Criteria:*

* When the email attachments are extracted we any zip files are extracted
* Extracted files are provisioned as part of the collection in place of the original zip file
* If there are zip files inside the zip files, they should be recursively extract them
* Support extracting up to 30 documents from a single zip file",,Darius Ouderkirk,,,,,62320e211dcf800070e976c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@405dbe0f,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|i01pkd:,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47255,BACK-1112,Migrate Intent Agent to Extractor Service with the ability for User Control and Feedback on Work Item Creation,To Do,30/Jul/25 11:18 AM
Implement intent-agent logic in the extractor-service,BACK-1117,47266,Story,Code Review,BACK,Back End Development,software,Ross Hamilton,624dc011fd5e450070484b01,,,Major,,Darius Ouderkirk,62320e211dcf800070e976c5,Darius Ouderkirk,62320e211dcf800070e976c5,Darius Ouderkirk,62320e211dcf800070e976c5,30/Jul/25 10:55 AM,17/Oct/25 2:01 PM,,,,2025Q3,,,,,,,,0,,,,,,,,,"We need to reproduce the logic from the intent-agent in the extractor service. We should not, however, require the input to come in as just an email, we should be able to pass in a collection of different types of documents to the new implementation.

We want to reproduce the functionality, not necessarily the structure. Feel free to modify the organization or architecture to improve it.

The regexes can be stored in code or as a configuration file that is read in by the service, try to leave it open to easily be moved into the database.

*Acceptance Criteria:*

* A collection of documents gets analyzed to determine which work items to create
* The analysis determines which document to assign to each source
* Put all this behind a feature flag
* Incorporate tests for the same scenarios that the current intent agent tests",,Darius Ouderkirk,,,,,62320e211dcf800070e976c5,,,,,,,,,,,,,,,BACK-1110,,,,,,,,,,,,,,,,,,,,BACK-1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3ab91375,,,,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=8}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":8,""lastUpdated"":""2025-10-27T08:54:28.000-0600"",""stateCount"":8,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":8,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|i01pk5:,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47255,BACK-1112,Migrate Intent Agent to Extractor Service with the ability for User Control and Feedback on Work Item Creation,In Progress,20/Aug/25 2:20 PM
Migrate Intent Agent to Extractor Service with the ability for User Control and Feedback on Work Item Creation,BACK-1112,47255,Epic,In Progress,BACK,Back End Development,software,Ross Hamilton,624dc011fd5e450070484b01,,,Major,,,,Nadiya Omelchuk,712020:4a157d4a-df13-4316-9636-7219635236a2,Nadiya Omelchuk,712020:4a157d4a-df13-4316-9636-7219635236a2,30/Jul/25 8:58 AM,20/Oct/25 1:04 PM,,,,2025Q3,,,,,,,,0,,,,,,,,,"*Visibility:*

* For an existing email input users will be able to see additional work items created (e.g. link to SSI, General Account)

*Provide Feedback:*

* Users can provide feedback if a work item was not created during the processing of the email
* Users can manually create a missing Work Item from the screen

*Attachment Management:*

* Users should not have to re-upload the email or any attachments
* Attachments should be saved and linked to the originating email input
* Users can map specific attachments or individual sheets within a multi-sheet Excel file to the corresponding data sources when creating a new work item
* For existing work items created from an email, users should be able to map additional attachments from the original email to sources that didn't get mapped
* Users should be able to correct attachments if they were mapped to the wrong source during initial ingestion.",,Nadiya Omelchuk,,,,,712020:4a157d4a-df13-4316-9636-7219635236a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACK-1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@66b32000,,,,,,,,,,,,,,,,,,,,{},,,,,ghx-label-2,Migrate Intent Agent to Extractor Service with User Control and Feedback,To Do,,,,,,,,,,,,,,,,,,dark_yellow,,,,,,,,,,,,,,,,,,,1|i01pj1:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47594,PR-1543,Finish DTCC Onboarding,In Progress,20/Oct/25 1:04 PM
"Use LLM to ""quality check"" normalized extractions",BACK-1107,47237,Epic,In Progress,BACK,Back End Development,software,Ross Hamilton,624dc011fd5e450070484b01,,,Major,,,,Konnor Willison,62f570ad96eb272011aacb61,Konnor Willison,62f570ad96eb272011aacb61,22/Jul/25 7:02 PM,05/Sep/25 3:54 PM,,,,2025Q3,,,,,,,,0,,,,,,,,,"The system fails to recognize an ""8"" digit in a handwritten Maturity Date field (see screenshot and this [link|https://app.us.deepsee.ai/vantage/markets/projects/c6b100ad-9b8c-4645-a46f-3d3c8ffba157/process-modeler/testing/a0baf693-c578-4173-a87b-8fcc24882d63/test-cases/07615bb1-5ca5-4594-862d-3c2666d4f42b/executions/740d4342-7dc6-4554-81d8-2c8f915ce1a7/work-items/f4a43ec3-b1b9-4c52-adcf-f7edf47bac99?readonly=1]).

!image-20250723-010128.png|width=2869,height=1269,alt=""image-20250723-010128.png""!



Look into how we can improve this extraction (if possible) for hand written text



Let’s design this a “Post - QC SubAgent”

* After extraction and/or normalization, this Post - QC SubAgent will ensure what we extracted makes sense.  Initially this can work for dates only, but we should design it so we can have multiple agents do this work.
* Here are the checks it should do:
** Did we find what we expected (Date, a Name, a percentage number, a regular number) - I imagine this will get more complex not less over time
** Is it in the format we expect 
*** An Actual Date, The number of char/numbers in an identifier
** Are there extra characters that don’t belong like a period, / , or something else
** Specifically for dates
*** Are the Month and Day swapped because of a non-US representation (easiest to detect when Month > 12 and Day < 12)

Actions

* When we find one of these we want to engage the agent to do the following steps
** Re-Scan to see if we can extract correctly - This may be the hardest thing to do, but can we ask the LLM to see what it finds and see if it is a more sensible result?
** Look at what we initially extracted, and re-interpret it to adjust it to a sensible value
*** remove extra characters
*** swap Month & Day 
** Prompt the user that this value doesn’t look right and ask them what the right value should be
** Lower the confidence of the extraction",,Colleen Leonard,Konnor Willison,,,,712020:896f2d6f-de18-44c9-8d02-eca1a19834e2,62f570ad96eb272011aacb61,,,,,,,,,,,,,,,BACK-1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/Aug/25 8:29 AM;3388f491-e62b-4ead-985b-54454cff1a79;Screenshot 2025-08-07 at 8.28.38 AM.png;https://deepsee.atlassian.net/rest/api/3/attachment/content/31498,07/Aug/25 8:30 AM;3388f491-e62b-4ead-985b-54454cff1a79;Screenshot 2025-08-07 at 8.30.22 AM.png;https://deepsee.atlassian.net/rest/api/3/attachment/content/31499,07/Aug/25 8:32 AM;3388f491-e62b-4ead-985b-54454cff1a79;Screenshot 2025-08-07 at 8.32.06 AM.png;https://deepsee.atlassian.net/rest/api/3/attachment/content/31500,07/Aug/25 8:36 AM;3388f491-e62b-4ead-985b-54454cff1a79;Screenshot 2025-08-07 at 8.36.20 AM.png;https://deepsee.atlassian.net/rest/api/3/attachment/content/31501,22/Jul/25 7:02 PM;62f570ad96eb272011aacb61;image-20250723-010128.png;https://deepsee.atlassian.net/rest/api/3/attachment/content/31401,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5463e18,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|i01pf9:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-07 14:29:08.071,,"07/Aug/25 8:29 AM;712020:896f2d6f-de18-44c9-8d02-eca1a19834e2;[https://app.us.deepsee.ai/vantage/markets/projects/c6b100ad-9b8c-4645-a46f-3d3c8ffba157/process-modeler/testing/a0baf693-c578-4173-a87b-8fcc24882d63/test-cases/c13420b6-7f95-4c1b-8247-78fc0f1c8386/executions/1e95f5d2-c5d2-4458-9cca-27e0c224933b/work-items/c6a35458-a5e0-4635-945c-9ecd15353637?readonly=1|https://app.us.deepsee.ai/vantage/markets/projects/c6b100ad-9b8c-4645-a46f-3d3c8ffba157/process-modeler/testing/a0baf693-c578-4173-a87b-8fcc24882d63/test-cases/c13420b6-7f95-4c1b-8247-78fc0f1c8386/executions/1e95f5d2-c5d2-4458-9cca-27e0c224933b/work-items/c6a35458-a5e0-4635-945c-9ecd15353637?readonly=1]

!Screenshot 2025-08-07 at 8.28.38 AM.png|width=889,height=712,alt=""Screenshot 2025-08-07 at 8.28.38 AM.png""!","07/Aug/25 8:30 AM;712020:896f2d6f-de18-44c9-8d02-eca1a19834e2;[https://app.us.deepsee.ai/vantage/markets/projects/c6b100ad-9b8c-4645-a46f-3d3c8ffba157/process-modeler/testing/a0baf693-c578-4173-a87b-8fcc24882d63/test-cases/c7b658f6-68ad-4e24-a74a-115fea461ac5/executions/ba622cb4-32e9-4fdd-954d-bdd05dfebcc5/work-items/edf0f290-d171-4e54-b68a-e04b9278ba75?readonly=1|https://app.us.deepsee.ai/vantage/markets/projects/c6b100ad-9b8c-4645-a46f-3d3c8ffba157/process-modeler/testing/a0baf693-c578-4173-a87b-8fcc24882d63/test-cases/c7b658f6-68ad-4e24-a74a-115fea461ac5/executions/ba622cb4-32e9-4fdd-954d-bdd05dfebcc5/work-items/edf0f290-d171-4e54-b68a-e04b9278ba75?readonly=1]

!Screenshot 2025-08-07 at 8.30.22 AM.png|width=940,height=902,alt=""Screenshot 2025-08-07 at 8.30.22 AM.png""!","07/Aug/25 8:32 AM;712020:896f2d6f-de18-44c9-8d02-eca1a19834e2;[https://app.us.deepsee.ai/vantage/markets/projects/c6b100ad-9b8c-4645-a46f-3d3c8ffba157/process-modeler/testing/a0baf693-c578-4173-a87b-8fcc24882d63/test-cases/7de3a54a-f02f-4b77-b54a-1508099ae1f9/executions/c845da09-b820-4418-bbe4-3ebbf5fab6b4/work-items/d8ff4c77-c677-42b4-a9fa-99323bfa424f?readonly=1|https://app.us.deepsee.ai/vantage/markets/projects/c6b100ad-9b8c-4645-a46f-3d3c8ffba157/process-modeler/testing/a0baf693-c578-4173-a87b-8fcc24882d63/test-cases/7de3a54a-f02f-4b77-b54a-1508099ae1f9/executions/c845da09-b820-4418-bbe4-3ebbf5fab6b4/work-items/d8ff4c77-c677-42b4-a9fa-99323bfa424f?readonly=1]

!Screenshot 2025-08-07 at 8.32.06 AM.png|width=938,height=908,alt=""Screenshot 2025-08-07 at 8.32.06 AM.png""!","07/Aug/25 8:36 AM;712020:896f2d6f-de18-44c9-8d02-eca1a19834e2;[https://app.us.deepsee.ai/vantage/markets/projects/c6b100ad-9b8c-4645-a46f-3d3c8ffba157/process-modeler/testing/a0baf693-c578-4173-a87b-8fcc24882d63/test-cases/47ff81dc-f80e-45f3-bc37-c0d090de43c4/executions/4e177f5f-01e9-4105-920e-afd20894f3d5/work-items/3793d72c-20a7-49ab-be3d-5de1f8c00953?readonly=1|https://app.us.deepsee.ai/vantage/markets/projects/c6b100ad-9b8c-4645-a46f-3d3c8ffba157/process-modeler/testing/a0baf693-c578-4173-a87b-8fcc24882d63/test-cases/47ff81dc-f80e-45f3-bc37-c0d090de43c4/executions/4e177f5f-01e9-4105-920e-afd20894f3d5/work-items/3793d72c-20a7-49ab-be3d-5de1f8c00953?readonly=1]

!Screenshot 2025-08-07 at 8.36.20 AM.png|width=936,height=917,alt=""Screenshot 2025-08-07 at 8.36.20 AM.png""!",,,,,,,,,,47595,PR-1544,Onboard Regional Banks,In Progress,05/Sep/25 3:54 PM
[BE][SSLException] when connecting to prediction api,BACK-1099,47213,Defect,To Do,BACK,Back End Development,software,Ross Hamilton,624dc011fd5e450070484b01,,,Major,,Aleksander Winski,712020:34c436cb-fe85-42cc-b432-693065107a59,Aleksander Winski,712020:34c436cb-fe85-42cc-b432-693065107a59,Aleksander Winski,712020:34c436cb-fe85-42cc-b432-693065107a59,16/Jul/25 9:09 AM,05/Sep/25 4:33 PM,,,,,,,,,,,,0,,,,,,,,,"Accenture had SSLException in their java code when trying to connect to prediction api.
It happens in first or second attempt and then this error is no longer present.


We (DeepSee) need to handle this on our side. Our customers should not have to build in retry logic because “eventually it’ll work”

Our API should not be throwing this error and failing the first one or two attempts, our code should handle the error, and whatever logic is needed so that we return a sucessful response instead of making the customer retry",,Aleksander Winski,Delaney Barney,,,,712020:34c436cb-fe85-42cc-b432-693065107a59,61af8b0bf2415000726b7f0d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/Aug/25 5:42 PM;ug:0512fa31-6cba-4fb1-a841-6315cbbfdd3e;70b5c22a-fbdb-6254-eeb2-fc39aeef.eml;https://deepsee.atlassian.net/rest/api/3/attachment/content/31552,14/Aug/25 2:23 PM;ug:0512fa31-6cba-4fb1-a841-6315cbbfdd3e;ATOM-DeepSee __ DSC-1202 __ Resource access failed.msg;https://deepsee.atlassian.net/rest/api/3/attachment/content/31531,18/Aug/25 5:42 PM;ug:0512fa31-6cba-4fb1-a841-6315cbbfdd3e;image-20250818-234237.png;https://deepsee.atlassian.net/rest/api/3/attachment/content/31551,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@41ed9ee8,,,,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-07-16T09:15:53.000-0600"",""stateCount"":1,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|i01r3h:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-18 23:42:57.538,,"18/Aug/25 5:42 PM;61af8b0bf2415000726b7f0d;Details from latest error (8/14/25):

PFB the screenshot for the latest (today) [breadcrumb.id|http://breadcrumb.id] *70b5c22a-fbdb-6254-eeb2-fc39aeef* . The email file for the same ID has been shared via FTP and screenshot is below.

!image-20250818-234237.png|width=811,height=237,alt=""image-20250818-234237.png""!

[^70b5c22a-fbdb-6254-eeb2-fc39aeef.eml] 

Please note that we have checked the VPC Flow logs for the timestamp of the occurrence of error and there were no issues found.",,,,,,,,,,,,,,,,To Do,16/Jul/25 9:09 AM
Create onboarding wizard,UI-571,47209,Story,Canceled,UI,Front End Development,software,Ross Hamilton,624dc011fd5e450070484b01,,,Major,,Matthew Snow,6137837e71a7e70072139a06,Matthew Snow,6137837e71a7e70072139a06,Matthew Snow,6137837e71a7e70072139a06,15/Jul/25 8:26 AM,06/Nov/25 2:22 PM,,,,,,,,,,,,0,,,,,,,,,,,Matthew Snow,,,,,6137837e71a7e70072139a06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3029a445,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|i01p9x:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done,06/Nov/25 2:22 PM
